locality,property_type,bathrooms,bedrooms2,floor,furnished_status,brand_new,sqft,price
Mehdipatnam,Apartment,2,2,2,Semi-Furnished,Resale,1000,5000000
Mehdipatnam,Apartment,3,3,1,Semi-Furnished,Resale,1645,8500000
Mehdipatnam,Apartment,2,2,4,Semi-Furnished,Resale,895,5000000
Mehdipatnam,Apartment,2,3,1,Unfurnished,Resale,950,4900000
Mehdipatnam,Apartment,2,2,1,Semi-Furnished,New Property,1150,4800000
Mehdipatnam,Apartment,3,3,5,Unfurnished,Resale,1460,6330000
Mehdipatnam,Apartment,3,3,3,Unfurnished,New Property,1625,7600000
Mehdipatnam,Builder Floor Apartment,2,2,0,Unfurnished,Resale,814,3600000
Mehdipatnam,Apartment,2,2,3,Semi-Furnished,Resale,1155,4500000
Mehdipatnam,Apartment,3,3,5,Furnished,New Property,1425,8500000
Mehdipatnam,Apartment,2,2,5,Unfurnished,Resale,1100,4500000
"Miyapur, NH  9",Apartment,3,3,6,Semi-Furnished,New Property,1956,12200000
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,New Property,1210,5685790
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,1060,5500000
"Miyapur, NH  9",Apartment,2,2,1,Furnished,Resale,1440,8500000
"Miyapur, NH  9",Apartment,2,2,4,Unfurnished,Resale,1030,5050000
"Miyapur, NH  9",Apartment,2,2,4,Unfurnished,Resale,1260,8500000
"Miyapur, NH  9",Builder Floor Apartment,2,2,1,Semi-Furnished,Resale,900,4500000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1050,5500000
"Miyapur, NH  9",Apartment,2,2,0,Semi-Furnished,Resale,1150,6800000
"Miyapur, NH  9",Apartment,2,2,6,Semi-Furnished,New Property,1148,5277800
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,New Property,940,5275000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,New Property,1060,4770000
"Miyapur, NH  9",Apartment,2,2,3,Unfurnished,New Property,1193,7340450
"Miyapur, NH  9",Apartment,3,3,5,Unfurnished,Resale,1638,8000000
"Miyapur, NH  9",Apartment,2,2,4,Unfurnished,Resale,1120,7300000
"Miyapur, NH  9",Apartment,3,3,5,Semi-Furnished,Resale,1597,10500000
"Miyapur, NH  9",Apartment,2,3,2,Unfurnished,New Property,1450,9299996
"Miyapur, NH  9",Apartment,3,3,2,Furnished,Resale,1610,10500000
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,Resale,1287,7300000
"Miyapur, NH  9",Apartment,2,3,4,Unfurnished,Resale,1140,6000000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,1000,5100000
"Miyapur, NH  9",Apartment,2,2,5,Furnished,Resale,1106,5400000
"Miyapur, NH  9",Apartment,2,3,7,Unfurnished,Resale,1715,11500000
"Miyapur, NH  9",Apartment,2,3,3,Unfurnished,Resale,1360,8500000
"Miyapur, NH  9",Apartment,2,2,4,Furnished,Resale,1200,8000000
"Miyapur, NH  9",Apartment,2,2,3,Unfurnished,Resale,1370,6790000
"Miyapur, NH  9",Apartment,3,3,1,Semi-Furnished,Resale,1520,8700000
"Miyapur, NH  9",Apartment,2,3,4,Unfurnished,Resale,1290,8000000
"Miyapur, NH  9",Apartment,2,2,3,Unfurnished,Resale,1340,7300000
"Miyapur, NH  9",Apartment,3,3,5,Semi-Furnished,Resale,1640,8200000
"Miyapur, NH  9",Apartment,2,3,4,Semi-Furnished,Resale,1495,9700000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1005,5600000
"Miyapur, NH  9",Apartment,3,3,1,Semi-Furnished,Resale,1870,12200000
"Miyapur, NH  9",Apartment,2,3,5,Furnished,Resale,1200,6500000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,875,3800000
"Miyapur, NH  9",Apartment,2,2,12,Semi-Furnished,New Property,1160,7200000
"Miyapur, NH  9",Apartment,2,2,2,Semi-Furnished,New Property,1050,6000000
"Miyapur, NH  9",Apartment,2,3,3,Semi-Furnished,Resale,1300,8750000
"Miyapur, NH  9",Apartment,1,1,5,Unfurnished,Resale,520,2850000
"Miyapur, NH  9",Apartment,2,3,2,Unfurnished,Resale,1483,9000000
"Miyapur, NH  9",Apartment,2,2,4,Furnished,Resale,1085,5200000
"Miyapur, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,1115,6800000
"Miyapur, NH  9",Apartment,3,3,19,Semi-Furnished,Resale,1925,11500000
"Miyapur, NH  9",Builder Floor Apartment,2,2,1,Furnished,Resale,1000,4500000
"Miyapur, NH  9",Apartment,2,2,8,Unfurnished,Resale,1260,8200000
"Miyapur, NH  9",Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1050,5500000
"Miyapur, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1250,8200000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,New Property,1155,6200000
"Miyapur, NH  9",Apartment,2,2,1,Furnished,Resale,900,3990000
"Miyapur, NH  9",Apartment,2,3,1,Unfurnished,Resale,1000,6300000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,Resale,1148,6300000
"Miyapur, NH  9",Apartment,2,3,4,Semi-Furnished,Resale,1250,8200000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,New Property,860,5500001
"Miyapur, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,1080,6400000
"Miyapur, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,1215,6500000
"Miyapur, NH  9",Apartment,2,3,5,Semi-Furnished,Resale,1200,8200000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,1077,4950000
"Miyapur, NH  9",Apartment,3,3,5,Unfurnished,Resale,1490,6700000
"Miyapur, NH  9",Apartment,2,2,7,Semi-Furnished,Resale,1110,7000000
"Miyapur, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,1094,7500000
"Miyapur, NH  9",Apartment,2,2,4,Unfurnished,Resale,1200,5400000
"Miyapur, NH  9",Residential House,2,2,1,Unfurnished,Resale,1000,4800000
"Miyapur, NH  9",Apartment,3,3,5,Unfurnished,Resale,1430,7500000
"Miyapur, NH  9",Apartment,3,3,3,Unfurnished,Resale,1285,6800000
"Miyapur, NH  9",Apartment,2,3,1,Unfurnished,Resale,1000,5020000
"Miyapur, NH  9",Apartment,3,3,7,Furnished,Resale,1500,7430000
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,Resale,1214,6200000
"Miyapur, NH  9",Apartment,2,2,26,Unfurnished,New Property,1330,5985000
"Miyapur, NH  9",Apartment,2,3,3,Unfurnished,Resale,1800,9400000
"Miyapur, NH  9",Apartment,3,2,4,Furnished,Resale,1060,5500000
"Miyapur, NH  9",Apartment,2,2,3,Semi-Furnished,New Property,1100,6000000
"Miyapur, NH  9",Builder Floor Apartment,2,2,2,Furnished,Resale,1350,7300000
"Miyapur, NH  9",Apartment,2,2,3,Furnished,Resale,1200,6210000
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,Resale,1200,5500000
"Miyapur, NH  9",Apartment,2,3,1,Furnished,Resale,1500,7760000
"Miyapur, NH  9",Apartment,2,2,3,Unfurnished,New Property,1100,5250000
"Miyapur, NH  9",Builder Floor Apartment,2,2,4,Furnished,Resale,920,5800000
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,Resale,830,4300000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1280,8000000
"Miyapur, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1176,5500000
"Miyapur, NH  9",Apartment,2,2,3,Furnished,Resale,900,5500000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,900,5520000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1080,5500000
"Miyapur, NH  9",Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1090,6100000
"Miyapur, NH  9",Apartment,3,3,2,Furnished,Resale,1500,7500000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,Resale,1200,6210000
"Miyapur, NH  9",Builder Floor Apartment,3,3,3,Furnished,Resale,1600,8000000
"Miyapur, NH  9",Apartment,2,2,5,Furnished,Resale,1355,7000000
"Miyapur, NH  9",Apartment,2,2,5,Furnished,Resale,995,6250000
"Miyapur, NH  9",Builder Floor Apartment,2,2,5,Furnished,Resale,1214,6000000
"Miyapur, NH  9",Apartment,1,2,4,Semi-Furnished,Resale,720,3500000
"Miyapur, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1193,7000000
"Miyapur, NH  9",Apartment,2,2,0,Unfurnished,Resale,1150,6170000
"Miyapur, NH  9",Builder Floor Apartment,2,2,2,Furnished,Resale,1200,6500000
"Miyapur, NH  9",Apartment,3,3,1,Furnished,Resale,1500,7690000
"Miyapur, NH  9",Apartment,3,3,1,Semi-Furnished,Resale,1800,9230000
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,New Property,975,5265000
"Miyapur, NH  9",Apartment,2,3,4,Semi-Furnished,Resale,1353,7434500
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,Resale,920,4500000
"Miyapur, NH  9",Apartment,3,3,3,Semi-Furnished,New Property,1350,6600000
"Miyapur, NH  9",Apartment,2,3,3,Semi-Furnished,Resale,1495,9000000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,1080,4900000
"Miyapur, NH  9",Apartment,2,3,2,Unfurnished,Resale,1350,6400000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,Resale,1140,7500000
"Miyapur, NH  9",Apartment,3,3,5,Unfurnished,New Property,1590,7630000
"Miyapur, NH  9",Apartment,2,3,2,Semi-Furnished,Resale,1285,6939000
"Miyapur, NH  9",Apartment,2,3,2,Semi-Furnished,Resale,1500,7200000
"Miyapur, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,880,4800000
"Miyapur, NH  9",Apartment,3,3,4,Unfurnished,Resale,1877,11000000
"Miyapur, NH  9",Apartment,3,3,2,Unfurnished,Resale,1350,8000000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,1100,5600000
"Miyapur, NH  9",Apartment,2,2,6,Unfurnished,Resale,1210,5685790
"Miyapur, NH  9",Apartment,2,2,6,Unfurnished,Resale,1000,5685790
"Miyapur, NH  9",Apartment,2,2,7,Unfurnished,Resale,1000,5500000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,1100,5800000
"Miyapur, NH  9",Apartment,2,2,6,Semi-Furnished,Resale,1000,5500000
"Miyapur, NH  9",Apartment,2,2,6,Semi-Furnished,Resale,1170,7300000
"Miyapur, NH  9",Apartment,2,2,4,Unfurnished,Resale,1000,5400000
"Miyapur, NH  9",Apartment,2,3,5,Furnished,Resale,1265,7000000
"Miyapur, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,870,4000000
"Miyapur, NH  9",Apartment,2,3,2,Furnished,Resale,1460,9000000
"Miyapur, NH  9",Apartment,2,3,2,Semi-Furnished,Resale,1630,8600000
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,Resale,1140,7651000
"Miyapur, NH  9",Apartment,3,2,3,Furnished,Resale,1100,6700000
"Miyapur, NH  9",Apartment,2,2,1,Furnished,Resale,1100,6500000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1450,8000000
"Miyapur, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,1006,5500000
"Miyapur, NH  9",Apartment,2,2,4,Unfurnished,Resale,1025,5900000
"Miyapur, NH  9",Apartment,2,2,4,Furnished,Resale,990,4800000
"Miyapur, NH  9",Apartment,2,2,13,Semi-Furnished,Resale,1115,7300000
"Miyapur, NH  9",Apartment,3,3,3,Semi-Furnished,Resale,2117,12500000
"Miyapur, NH  9",Apartment,2,2,6,Unfurnished,Resale,918,4038000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,New Property,1076,4750000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,Resale,948,5000000
"Miyapur, NH  9",Apartment,2,2,4,Unfurnished,Resale,1150,7400000
"Miyapur, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,1000,5000000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,Resale,1098,5100000
"Miyapur, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,1385,7617500
"Miyapur, NH  9",Apartment,3,3,2,Semi-Furnished,Resale,1900,10000000
"Miyapur, NH  9",Apartment,2,3,4,Semi-Furnished,Resale,1560,8800000
"Miyapur, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1000,5999999
"Miyapur, NH  9",Apartment,2,2,5,Unfurnished,Resale,1100,5600000
"Miyapur, NH  9",Apartment,2,2,3,Unfurnished,Resale,1080,6000000
"Miyapur, NH  9",Apartment,2,3,1,Semi-Furnished,Resale,1100,7000000
"Miyapur, NH  9",Apartment,2,2,11,Unfurnished,Resale,1225,8000000
"Miyapur, NH  9",Apartment,3,3,2,Semi-Furnished,Resale,1500,7200000
"Miyapur, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1030,4500000
"Miyapur, NH  9",Apartment,2,2,13,Unfurnished,New Property,1214,5539482
"Miyapur, NH  9",Apartment,3,3,3,Furnished,Resale,1252,6200000
"Miyapur, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,1100,5300000
"Miyapur, NH  9",Apartment,2,2,2,Unfurnished,Resale,830,4100000
"Miyapur, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,1030,5500000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,Resale,980,4500000
"Miyapur, NH  9",Builder Floor Apartment,2,2,4,Unfurnished,Resale,1261,6500000
"Miyapur, NH  9",Apartment,3,3,5,Unfurnished,New Property,1600,11000000
"Miyapur, NH  9",Apartment,2,2,11,Semi-Furnished,Resale,1225,7777000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1024,5000000
"Miyapur, NH  9",Apartment,2,2,4,Furnished,Resale,1025,5500000
"Miyapur, NH  9",Builder Floor Apartment,2,2,5,Semi-Furnished,Resale,1080,5500000
"Miyapur, NH  9",Apartment,2,2,6,Semi-Furnished,Resale,1125,7000000
"Miyapur, NH  9",Apartment,2,3,0,Semi-Furnished,Resale,1175,6800000
"Miyapur, NH  9",Apartment,2,3,2,Furnished,Resale,1380,8000000
"Miyapur, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1101,7500000
"Miyapur, NH  9",Apartment,2,2,8,Unfurnished,Resale,990,4500000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,Resale,1150,5000000
"Miyapur, NH  9",Apartment,2,2,1,Unfurnished,Resale,1070,6500000
"Miyapur, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1240,7200000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,750,3550000
"Miyapur, NH  9",Apartment,2,3,5,Unfurnished,Resale,1337,8600000
"Miyapur, NH  9",Builder Floor Apartment,3,3,5,Furnished,Resale,1700,7700000
"Miyapur, NH  9",Apartment,3,3,5,Semi-Furnished,Resale,1669,9500000
"Miyapur, NH  9",Apartment,2,2,0,Semi-Furnished,Resale,700,3500000
"Miyapur, NH  9",Apartment,3,3,1,Unfurnished,Resale,1610,9000000
"Miyapur, NH  9",Apartment,3,3,1,Unfurnished,Resale,1610,8000000
"Miyapur, NH  9",Apartment,1,1,0,Unfurnished,New Property,500,3100000
"Miyapur, NH  9",Apartment,2,2,2,Furnished,Resale,1095,4800000
"Miyapur, NH  9",Builder Floor Apartment,3,4,4,Semi-Furnished,Resale,2265,12000000
"Miyapur, NH  9",Apartment,2,3,1,Furnished,New Property,1200,7000000
"Miyapur, NH  9",Apartment,3,3,5,Semi-Furnished,Resale,1565,7500000
"Miyapur, NH  9",Apartment,2,3,1,Unfurnished,Resale,1359,8500000
"Miyapur, NH  9",Apartment,3,3,2,Unfurnished,Resale,1500,7760000
"Miyapur, NH  9",Apartment,1,2,1,Unfurnished,Resale,680,4000000
"Miyapur, NH  9",Apartment,2,2,4,Semi-Furnished,New Property,865,4999000
"Miyapur, NH  9",Apartment,2,2,3,Unfurnished,Resale,720,4300000
"Miyapur, NH  9",Apartment,2,2,5,Furnished,Resale,1165,6500000
"Miyapur, NH  9",Apartment,2,2,1,Furnished,New Property,700,4200000
Mokila,Apartment,2,2,6,Semi-Furnished,New Property,1268,5325006
Mokila,Apartment,3,3,5,Unfurnished,Resale,1875,8000000
Mokila,Apartment,2,2,2,Semi-Furnished,Resale,1000,4000000
Mokila,Apartment,2,2,3,Furnished,Resale,1000,4000000
Mokila,Apartment,2,2,4,Unfurnished,Resale,1263,5200000
Mokila,Apartment,2,2,2,Unfurnished,Resale,1263,5300000
Mokila,Apartment,3,3,5,Semi-Furnished,Resale,1556,6690000
Mokila,Apartment,3,3,5,Unfurnished,Resale,1850,7500000
Mokila,Apartment,2,2,3,Semi-Furnished,Resale,973,3800000
"Moosapet, NH  9",Apartment,2,3,5,Unfurnished,New Property,1200,6500000
"Moosapet, NH  9",Builder Floor Apartment,2,2,6,Unfurnished,Resale,905,4500000
"Moosapet, NH  9",Apartment,2,2,4,Unfurnished,Resale,1000,6500000
"Moosapet, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,910,5300000
"Moosapet, NH  9",Apartment,2,2,5,Unfurnished,Resale,1050,5825000
"Moosapet, NH  9",Apartment,3,3,8,Semi-Furnished,Resale,1350,9000000
"Moosapet, NH  9",Builder Floor Apartment,2,2,2,Furnished,Resale,950,3800000
"Moosapet, NH  9",Apartment,3,3,21,Unfurnished,New Property,1650,12540000
"Moosapet, NH  9",Apartment,3,3,3,Unfurnished,Resale,1500,9000000
"Moosapet, NH  9",Apartment,1,2,2,Semi-Furnished,Resale,650,3700000
"Moosapet, NH  9",Apartment,2,2,0,Unfurnished,Resale,650,4000000
"Moosapet, NH  9",Apartment,2,2,6,Unfurnished,Resale,905,4500000
"Moosapet, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1060,5200000
"Moosapet, NH  9",Apartment,2,2,1,Furnished,Resale,980,5500000
"Moosapet, NH  9",Apartment,1,1,1,Semi-Furnished,Resale,630,2500000
"Moosapet, NH  9",Apartment,1,1,1,Semi-Furnished,Resale,639,2500000
Moti Nagar,Apartment,3,3,4,Semi-Furnished,Resale,1460,8400000
Moti Nagar,Apartment,2,2,3,Semi-Furnished,Resale,1100,6000000
Moti Nagar,Apartment,1,1,3,Furnished,Resale,580,3000000
Moti Nagar,Apartment,3,3,5,Semi-Furnished,Resale,1250,7500000
Moti Nagar,Builder Floor Apartment,2,2,4,Semi-Furnished,Resale,1118,6500000
Moti Nagar,Apartment,2,2,1,Unfurnished,Resale,900,6170000
Moti Nagar,Apartment,2,2,1,Semi-Furnished,New Property,950,4800000
Moti Nagar,Apartment,2,2,4,Furnished,Resale,850,5500000
Moti Nagar,Apartment,2,2,3,Furnished,Resale,850,6000000
Moti Nagar,Apartment,2,2,3,Furnished,Resale,850,5800000
Moti Nagar,Apartment,2,2,4,Furnished,Resale,850,5500000
Moti Nagar,Residential House,2,2,1,Furnished,Resale,1150,7500000
Moti Nagar,Apartment,2,2,2,Furnished,Resale,1000,4950000
Moti Nagar,Apartment,2,2,4,Unfurnished,Resale,1115,5800000
Moti Nagar,Apartment,2,2,5,Unfurnished,Resale,1257,6000000
Moti Nagar,Apartment,2,2,1,Unfurnished,Resale,1174,6740000
Moula Ali,Apartment,2,2,3,Unfurnished,Resale,1050,5500000
Moula Ali,Apartment,2,2,3,Unfurnished,Resale,1050,4500000
Moula Ali,Apartment,2,2,5,Furnished,Resale,1135,4800000
Moula Ali,Apartment,2,3,5,Unfurnished,Resale,1250,5900000
Moula Ali,Apartment,3,3,5,Furnished,Resale,1365,6300000
Moula Ali,Builder Floor Apartment,2,2,5,Unfurnished,Resale,975,3000000
Moula Ali,Apartment,2,2,1,Unfurnished,Resale,700,2000000
Moula Ali,Apartment,1,1,4,Unfurnished,Resale,675,1925000
Moula Ali,Apartment,2,2,1,Unfurnished,Resale,985,4500000
Moula Ali,Apartment,2,2,5,Semi-Furnished,New Property,1135,4767000
Moula Ali,Apartment,2,2,2,Unfurnished,Resale,865,3400000
Moula Ali,Apartment,2,3,4,Furnished,Resale,1315,4500000
Moula Ali,Builder Floor Apartment,2,2,3,Semi-Furnished,Resale,950,2800000
Munganoor,Residential House,5,5,2,Unfurnished,Resale,2000,10000000
Munganoor,Apartment,2,2,1,Unfurnished,New Property,900,4400000
Munganoor,Residential House,4,4,2,Unfurnished,Resale,2630,14500000
Munganoor,Residential House,3,2,0,Unfurnished,Resale,1125,6200000
Munganoor,Residential House,4,3,1,Semi-Furnished,Resale,1250,7500000
Munganoor,Residential House,3,2,0,Unfurnished,New Property,950,5500000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,3,3,5,Semi-Furnished,Resale,1800,11500000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,3,3,5,Semi-Furnished,New Property,1640,10200000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,2,2,3,Unfurnished,Resale,1100,6800000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,2,2,2,Semi-Furnished,Resale,917,4500000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,3,3,2,Unfurnished,New Property,1800,11400000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,3,3,3,Furnished,Resale,2200,12900000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,3,3,5,Semi-Furnished,Resale,1500,9000000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,2,2,3,Unfurnished,New Property,1000,5000000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,2,2,2,Unfurnished,Resale,915,4500000
"Muppas Panchavati Colony, Manikonda, Outer Ring Road",Apartment,3,3,4,Semi-Furnished,Resale,1300,8000000
Musheerabad,Apartment,2,2,1,Unfurnished,Resale,1050,5500000
Musheerabad,Apartment,3,3,0,Unfurnished,Resale,1100,6500000
Musheerabad,Apartment,2,2,4,Furnished,Resale,850,5000000
Musheerabad,Apartment,2,3,4,Unfurnished,Resale,1200,5200000
Musheerabad,Apartment,2,3,1,Furnished,Resale,1100,6000000
"Muthangi, NH  9",Builder Floor Apartment,2,2,1,Unfurnished,Resale,900,4000000
"Muthangi, NH  9",Apartment,2,2,3,Unfurnished,New Property,1000,3200000
"Muthangi, NH  9",Apartment,2,2,1,Unfurnished,Resale,750,3500000
"Muthangi, NH  9",Builder Floor Apartment,2,2,4,Unfurnished,Resale,1000,3500000
"Muthangi, NH  9",Apartment,2,2,0,Unfurnished,Resale,1000,3130000
"Muthangi, NH  9",Residential House,3,3,1,Unfurnished,Resale,1600,7000000
"Muthangi, NH  9",Residential House,2,2,0,Furnished,Resale,1226,6500000
Nacharam,Apartment,3,3,1,Unfurnished,Resale,1700,9500000
Nacharam,Apartment,2,2,2,Semi-Furnished,Resale,1100,5500000
Nacharam,Apartment,2,3,5,Semi-Furnished,Resale,1100,5400000
Nacharam,Apartment,2,2,10,Semi-Furnished,Resale,990,6000000
Nacharam,Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,900,4200000
Nacharam,Apartment,1,1,3,Unfurnished,Resale,500,2500000
Nacharam,Apartment,2,2,3,Semi-Furnished,Resale,1100,6800000
Nacharam,Apartment,2,3,7,Unfurnished,Resale,1450,8600000
Nacharam,Builder Floor Apartment,2,2,1,Furnished,Resale,960,5600000
Nacharam,Apartment,2,2,8,Semi-Furnished,Resale,990,6300000
Nacharam,Apartment,2,3,6,Semi-Furnished,Resale,1355,7800000
Nacharam,Apartment,2,3,7,Unfurnished,Resale,1425,8600000
Nacharam,Apartment,2,3,8,Unfurnished,Resale,1425,9000000
Nacharam,Apartment,2,2,3,Unfurnished,Resale,956,4600000
Nacharam,Apartment,3,3,1,Furnished,Resale,1850,11200000
Nacharam,Residential House,2,3,0,Unfurnished,Resale,900,5500000
Nacharam,Apartment,3,3,3,Furnished,Resale,1468,6500000
Nacharam,Apartment,2,2,4,Semi-Furnished,Resale,1050,4600000
Nagaram,Apartment,2,2,3,Furnished,Resale,900,4600000
Nagaram,Apartment,2,3,2,Semi-Furnished,Resale,1250,6000000
Nagaram,Apartment,2,2,5,Semi-Furnished,Resale,1025,4500000
Nagaram,Apartment,2,2,0,Semi-Furnished,New Property,925,3800000
Nagaram,Apartment,2,2,3,Semi-Furnished,Resale,1010,4900000
Nagaram,Apartment,2,2,2,Unfurnished,Resale,1000,4500000
Nagaram,Apartment,2,3,3,Unfurnished,Resale,1210,5200000
Nagaram,Apartment,2,2,1,Unfurnished,Resale,1100,4200000
Nagaram,Apartment,2,2,3,Furnished,Resale,1038,4500000
Nagaram,Apartment,2,2,3,Furnished,Resale,1010,4850000
Nagaram,Residential House,3,3,1,Unfurnished,Resale,1400,6000000
Nagaram,Apartment,2,2,1,Furnished,Resale,905,4000000
Nagaram,Apartment,2,2,1,Semi-Furnished,Resale,900,3300000
Nagaram,Residential House,2,2,0,Semi-Furnished,Resale,1200,6600000
Nagaram,Builder Floor Apartment,2,2,2,Unfurnished,Resale,1000,3500000
Nagaram,Apartment,2,2,5,Unfurnished,Resale,850,3400000
Nagaram,Apartment,2,2,1,Semi-Furnished,Resale,1100,4200000
Nagaram,Apartment,2,2,1,Semi-Furnished,Resale,1280,4900000
Nagaram,Residential House,2,2,0,Semi-Furnished,New Property,1215,6300000
Nagaram,Apartment,2,2,3,Semi-Furnished,Resale,1030,4000000
Nagaram,Residential House,2,2,0,Unfurnished,Resale,1200,6500000
Nagaram,Apartment,2,2,3,Unfurnished,New Property,750,3200000
Nagaram,Residential House,3,3,1,Unfurnished,Resale,1250,6700000
Nagaram,Apartment,1,1,1,Unfurnished,Resale,370,1400000
Nagaram,Apartment,2,2,5,Furnished,Resale,871,3800000
Nagaram,Residential House,5,2,2,Semi-Furnished,Resale,2400,12000000
Nagaram,Residential House,2,2,1,Unfurnished,Resale,1200,5900000
Nagaram,Builder Floor Apartment,2,2,3,Unfurnished,Resale,720,2500000
Nagaram,Residential House,2,2,1,Unfurnished,Resale,1414,6000000
Nagaram,Apartment,2,2,0,Unfurnished,New Property,800,4200000
Nagaram,Apartment,2,2,3,Unfurnished,Resale,1025,3900000
Nagaram,Apartment,2,2,1,Semi-Furnished,Resale,950,4900000
Nagaram,Apartment,1,1,3,Semi-Furnished,Resale,550,2400000
Nagole,Apartment,2,2,1,Unfurnished,New Property,1265,6451500
Nagole,Apartment,3,3,1,Semi-Furnished,Resale,1622,8650000
Nagole,Apartment,3,3,3,Unfurnished,Resale,1475,9000000
Nagole,Apartment,2,2,2,Unfurnished,Resale,1216,8000000
Nagole,Apartment,3,3,1,Unfurnished,Resale,1850,10175000
Nagole,Apartment,3,3,1,Semi-Furnished,New Property,1733,9684000
Nagole,Apartment,2,2,4,Unfurnished,Resale,1000,5990000
Nagole,Apartment,3,3,4,Unfurnished,Resale,1430,8500000
Nagole,Apartment,2,2,4,Unfurnished,Resale,1200,6500000
Nagole,Apartment,3,3,1,Unfurnished,Resale,2380,12600000
Nagole,Apartment,2,2,0,Semi-Furnished,New Property,1230,6150000
Nagole,Residential House,5,5,1,Unfurnished,Resale,2800,14000000
Nagole,Apartment,2,2,2,Unfurnished,Resale,1200,6000000
Nagole,Apartment,2,3,2,Furnished,Resale,1375,6500000
Nagole,Apartment,2,2,3,Furnished,Resale,900,4000000
Nagole,Apartment,2,2,5,Semi-Furnished,Resale,1210,6500000
Nagole,Apartment,2,2,3,Unfurnished,New Property,1066,6400000
Nagole,Apartment,2,2,5,Semi-Furnished,Resale,1210,6500000
Nagole,Builder Floor Apartment,2,3,2,Furnished,Resale,1385,8200000
