locality,property_type,bathrooms,bedrooms2,floor,furnished_status,brand_new,sqft,price
Kondapur,Apartment,2,2,2,Unfurnished,Resale,1020,6480000
Kondapur,Apartment,2,2,4,Semi-Furnished,Resale,1150,6900000
Kondapur,Residential House,6,4,0,Unfurnished,Resale,1890,14000000
Kondapur,Apartment,2,2,5,Unfurnished,Resale,1300,7400000
Kondapur,Apartment,2,2,2,Unfurnished,Resale,1200,7200000
Kondapur,Apartment,2,1,1,Unfurnished,Resale,600,4320000
Kondapur,Apartment,3,3,1,Semi-Furnished,Resale,1536,7800000
Kondapur,Builder Floor Apartment,2,2,3,Semi-Furnished,Resale,1250,7000000
Kondapur,Builder Floor Apartment,3,3,3,Unfurnished,Resale,1650,9000000
Kondapur,Builder Floor Apartment,2,2,4,Semi-Furnished,Resale,1215,7500000
Kondapur,Builder Floor Apartment,2,2,2,Furnished,Resale,1110,7300000
Kondapur,Builder Floor Apartment,2,2,4,Semi-Furnished,Resale,1150,7000000
Kondapur,Apartment,3,3,10,Unfurnished,Resale,1200,7700000
Kondapur,Builder Floor Apartment,3,3,5,Unfurnished,Resale,1580,11000000
Kondapur,Builder Floor Apartment,2,2,2,Furnished,Resale,1125,8000000
Kothapet,Apartment,2,2,2,Unfurnished,Resale,1400,9180000
Kothapet,Apartment,2,2,1,Furnished,New Property,1030,6500000
Kothapet,Apartment,3,3,5,Furnished,Resale,1360,6500000
Kothapet,Builder Floor Apartment,2,2,1,Unfurnished,Resale,1100,6000000
Kothapet,Apartment,2,2,3,Unfurnished,Resale,1100,6800000
Kothapet,Apartment,2,2,4,Unfurnished,Resale,1100,6000000
Kothapet,Apartment,1,2,4,Furnished,Resale,650,3000000
Kothapet,Apartment,2,3,1,Unfurnished,Resale,1407,9600000
Kothapet,Apartment,2,2,3,Unfurnished,Resale,725,3890000
Kothapet,Apartment,2,2,3,Semi-Furnished,Resale,800,4000000
Kothapet,Apartment,2,2,1,Furnished,Resale,850,4500000
Kothapet,Apartment,2,2,1,Unfurnished,Resale,950,5553000
Kothapet,Apartment,2,3,4,Furnished,Resale,1520,7600000
Kothapet,Apartment,2,2,0,Semi-Furnished,Resale,850,4500000
Kothapet,Apartment,2,2,4,Unfurnished,Resale,1250,6800000
Kothapet,Apartment,2,2,4,Furnished,Resale,1160,7540000
Kothapet,Apartment,2,2,2,Furnished,Resale,1100,5700000
Kothapet,Apartment,2,2,4,Unfurnished,Resale,916,4800000
Kothapet,Apartment,2,3,5,Semi-Furnished,Resale,1200,6600000
Kothapet,Apartment,3,3,1,Unfurnished,Resale,1375,7500000
Kothapet,Apartment,3,3,3,Furnished,New Property,1280,7900000
Kothapet,Apartment,2,2,3,Unfurnished,Resale,750,4800000
Kothapet,Apartment,2,2,1,Unfurnished,Resale,995,6000000
Kowkur,Apartment,2,2,5,Unfurnished,Resale,925,4000000
Kowkur,Apartment,2,2,5,Furnished,Resale,900,4800000
Kowkur,Apartment,2,2,3,Semi-Furnished,Resale,1000,4300000
Kowkur,Apartment,2,3,1,Unfurnished,New Property,1715,7862000
Kowkur,Apartment,2,2,3,Semi-Furnished,Resale,1000,4500000
Kowkur,Apartment,3,3,2,Furnished,Resale,1665,7500000
Kowkur,Apartment,2,2,2,Unfurnished,New Property,850,3400000
Krishna Reddy Pet,Apartment,2,2,1,Semi-Furnished,New Property,900,3500000
Krishna Reddy Pet,Apartment,2,2,3,Unfurnished,New Property,1100,4200000
Krishna Reddy Pet,Apartment,2,2,1,Unfurnished,Resale,1150,4800000
Krishna Reddy Pet,Builder Floor Apartment,1,1,1,Unfurnished,Resale,611,2100000
Krishna Reddy Pet,Apartment,2,2,2,Semi-Furnished,Resale,1100,3800000
Krishna Reddy Pet,Apartment,2,2,3,Unfurnished,New Property,1100,4200000
Krishna Reddy Pet,Apartment,2,2,1,Unfurnished,Resale,1100,3500000
Krishna Reddy Pet,Apartment,2,2,3,Furnished,Resale,1100,4050000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,5,Furnished,Resale,1000,8000000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,3,Unfurnished,Resale,780,4500000
"Kukatpally Housing Board Colony, NH  9",Apartment,3,3,2,Furnished,Resale,1700,13000000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,5,Unfurnished,New Property,1200,7500000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,1197,8000000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,1,Furnished,Resale,1150,7500000
"Kukatpally Housing Board Colony, NH  9",Apartment,3,3,1,Semi-Furnished,New Property,1500,11000000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,31,Unfurnished,Resale,1278,9900000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,4,Unfurnished,Resale,800,4600000
"Kukatpally Housing Board Colony, NH  9",Residential House,2,3,2,Semi-Furnished,New Property,1350,7500000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,1,Unfurnished,Resale,900,6000000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,3,3,Semi-Furnished,Resale,1300,7000000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,3,1,Semi-Furnished,Resale,1480,9000000
"Kukatpally Housing Board Colony, NH  9",Residential House,5,5,0,Unfurnished,Resale,1902,11500000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,5,Furnished,Resale,1200,5500000
"Kukatpally Housing Board Colony, NH  9",Apartment,2,2,2,Unfurnished,New Property,985,4850000
"Kukatpally, NH  9",Apartment,1,1,1,Semi-Furnished,Resale,500,2700000
"Kukatpally, NH  9",Apartment,2,2,6,Semi-Furnished,Resale,1015,5500000
"Kukatpally, NH  9",Residential House,6,6,0,Unfurnished,Resale,2500,14500000
"Kukatpally, NH  9",Apartment,2,2,4,Unfurnished,Resale,1000,6400000
"Kukatpally, NH  9",Apartment,2,2,0,Semi-Furnished,Resale,920,6000000
"Kukatpally, NH  9",Apartment,3,3,1,Furnished,Resale,1500,11509000
"Kukatpally, NH  9",Apartment,2,2,5,Furnished,Resale,1230,7600000
"Kukatpally, NH  9",Apartment,2,2,5,Unfurnished,Resale,960,6750000
"Kukatpally, NH  9",Apartment,2,2,2,Unfurnished,New Property,1100,7100000
"Kukatpally, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1080,8200000
"Kukatpally, NH  9",Apartment,2,2,3,Furnished,Resale,1200,6500000
"Kukatpally, NH  9",Apartment,2,3,5,Semi-Furnished,Resale,1490,10500000
"Kukatpally, NH  9",Apartment,2,2,0,Semi-Furnished,Resale,800,3600000
"Kukatpally, NH  9",Apartment,2,2,1,Unfurnished,Resale,1235,6300000
"Kukatpally, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1012,4800000
"Kukatpally, NH  9",Apartment,3,3,3,Furnished,Resale,1525,9600000
"Kukatpally, NH  9",Apartment,2,2,6,Unfurnished,New Property,1000,7601250
"Kukatpally, NH  9",Apartment,3,3,4,Unfurnished,Resale,1960,13200000
"Kukatpally, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,900,5500000
"Kukatpally, NH  9",Apartment,2,2,1,Unfurnished,Resale,1135,7800000
"Kukatpally, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1160,6800000
"Kukatpally, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,840,4500000
"Kukatpally, NH  9",Apartment,2,2,1,Unfurnished,New Property,1185,9000000
"Kukatpally, NH  9",Apartment,3,2,5,Unfurnished,New Property,1515,11000000
"Kukatpally, NH  9",Apartment,2,3,3,Unfurnished,Resale,1425,9600000
"Kukatpally, NH  9",Apartment,2,2,6,Unfurnished,New Property,1000,7000000
"Kukatpally, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,900,4200000
"Kukatpally, NH  9",Apartment,2,2,3,Unfurnished,New Property,1180,6350000
"Kukatpally, NH  9",Apartment,2,2,3,Unfurnished,New Property,1100,6000000
"Kukatpally, NH  9",Apartment,2,2,6,Furnished,Resale,1149,8900000
"Kukatpally, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,950,4500000
"Kukatpally, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1235,8450000
"Kukatpally, NH  9",Apartment,2,2,0,Unfurnished,Resale,700,5000000
"Kukatpally, NH  9",Apartment,2,2,2,Unfurnished,Resale,775,4500000
"Kukatpally, NH  9",Apartment,3,3,5,Furnished,Resale,1300,9000000
"Kukatpally, NH  9",Apartment,2,2,5,Unfurnished,Resale,1112,5500000
"Kukatpally, NH  9",Apartment,2,3,2,Unfurnished,New Property,1376,7500000
"Kukatpally, NH  9",Apartment,2,2,1,Furnished,Resale,962,5600000
"Kukatpally, NH  9",Apartment,2,2,3,Unfurnished,Resale,1125,5500000
"Kukatpally, NH  9",Residential House,3,2,5,Unfurnished,Resale,1200,6720000
"Kukatpally, NH  9",Apartment,2,2,0,Furnished,Resale,966,4500000
"Kukatpally, NH  9",Apartment,2,3,5,Furnished,Resale,1452,8500000
"Kukatpally, NH  9",Apartment,3,3,3,Furnished,Resale,1600,11000000
"Kukatpally, NH  9",Apartment,2,2,5,Furnished,Resale,1216,6500000
"Kukatpally, NH  9",Apartment,2,2,6,Semi-Furnished,Resale,930,6700000
"Kukatpally, NH  9",Apartment,1,1,2,Unfurnished,Resale,630,4400000
"Kukatpally, NH  9",Apartment,3,3,3,Semi-Furnished,Resale,1600,10720000
"Kukatpally, NH  9",Apartment,2,2,3,Unfurnished,Resale,1100,7380000
"Kukatpally, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1010,7500000
"Kukatpally, NH  9",Apartment,2,2,15,Furnished,Resale,1133,9000000
"Kukatpally, NH  9",Apartment,2,2,4,Semi-Furnished,New Property,1080,6600000
"Kukatpally, NH  9",Apartment,2,3,0,Semi-Furnished,Resale,1250,9000000
"Kukatpally, NH  9",Apartment,2,2,0,Unfurnished,Resale,1056,5000000
"Kukatpally, NH  9",Apartment,2,2,5,Furnished,Resale,1218,9800000
"Kukatpally, NH  9",Apartment,3,3,4,Semi-Furnished,Resale,1535,8500000
"Kukatpally, NH  9",Apartment,2,2,18,Unfurnished,Resale,993,6200000
"Kukatpally, NH  9",Apartment,3,2,1,Semi-Furnished,Resale,900,6800000
"Kukatpally, NH  9",Apartment,3,3,3,Unfurnished,Resale,2000,13000000
"Kukatpally, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1140,6800000
"Kukatpally, NH  9",Apartment,3,3,1,Unfurnished,Resale,1184,7500000
"Kukatpally, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,1107,5500000
"Kukatpally, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1000,6630000
"Kukatpally, NH  9",Apartment,2,2,3,Unfurnished,Resale,1200,8020000
"Kukatpally, NH  9",Apartment,3,3,10,Unfurnished,Resale,2000,13000000
"Kukatpally, NH  9",Apartment,2,2,3,Furnished,Resale,1160,7750000
"Kukatpally, NH  9",Apartment,2,2,0,Furnished,Resale,966,4500000
"Kukatpally, NH  9",Apartment,3,3,4,Semi-Furnished,Resale,1495,10000000
"Kukatpally, NH  9",Apartment,3,3,5,Furnished,Resale,1500,11000000
"Kukatpally, NH  9",Apartment,2,3,5,Furnished,Resale,1505,8700000
"Kukatpally, NH  9",Apartment,2,2,5,Furnished,Resale,1150,6500000
"Kukatpally, NH  9",Residential House,4,4,0,Semi-Furnished,Resale,1900,13000000
"Kukatpally, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1050,4800000
"Kukatpally, NH  9",Apartment,2,2,3,Furnished,Resale,850,3900000
"Kukatpally, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1150,7000000
"Kukatpally, NH  9",Apartment,2,2,4,Unfurnished,Resale,850,4500000
"Kukatpally, NH  9",Apartment,2,2,4,Furnished,Resale,927,6220000
"Kukatpally, NH  9",Apartment,2,2,1,Furnished,Resale,950,5200000
"Kukatpally, NH  9",Apartment,2,2,13,Unfurnished,Resale,1210,9500000
"Kukatpally, NH  9",Apartment,2,2,5,Unfurnished,Resale,1050,5000000
"Kukatpally, NH  9",Apartment,3,3,1,Semi-Furnished,Resale,1499,9900000
"Kukatpally, NH  9",Apartment,2,2,5,Unfurnished,Resale,1010,7500000
"Kukatpally, NH  9",Apartment,3,3,16,Semi-Furnished,Resale,1549,12000000
"Kukatpally, NH  9",Apartment,1,1,1,Unfurnished,Resale,450,3500000
"Kukatpally, NH  9",Apartment,2,2,1,Furnished,Resale,1100,5800000
"Kukatpally, NH  9",Apartment,2,3,3,Unfurnished,Resale,1345,7600000
"Kukatpally, NH  9",Residential House,1,1,0,Unfurnished,Resale,400,2400000
"Kukatpally, NH  9",Apartment,1,1,1,Unfurnished,Resale,450,2600000
"Kukatpally, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,875,4500000
"Kukatpally, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,1080,7500000
"Kukatpally, NH  9",Apartment,2,2,12,Unfurnished,Resale,1133,9000000
"Kukatpally, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1175,6500000
"Kukatpally, NH  9",Apartment,2,2,1,Unfurnished,Resale,900,5100000
"Kukatpally, NH  9",Apartment,3,3,4,Semi-Furnished,Resale,1500,10000000
"Kukatpally, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1060,5000000
"Kukatpally, NH  9",Apartment,2,2,4,Unfurnished,Resale,1100,5500000
"Kukatpally, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1000,5500000
"Kukatpally, NH  9",Apartment,2,2,18,Semi-Furnished,Resale,1199,8000000
"Kukatpally, NH  9",Apartment,2,2,8,Semi-Furnished,Resale,830,5800000
"Kukatpally, NH  9",Builder Floor Apartment,2,2,3,Unfurnished,Resale,1210,6750000
"Kukatpally, NH  9",Apartment,2,2,2,Unfurnished,Resale,1230,7000000
"Kukatpally, NH  9",Apartment,3,3,4,Unfurnished,Resale,1300,7000000
"Kukatpally, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,875,4500000
"Kukatpally, NH  9",Apartment,3,3,4,Unfurnished,Resale,1400,7800000
"Kukatpally, NH  9",Apartment,3,3,1,Unfurnished,New Property,1600,10000000
"Kukatpally, NH  9",Apartment,2,2,7,Semi-Furnished,Resale,1135,8410000
"Kukatpally, NH  9",Apartment,2,2,2,Unfurnished,Resale,995,5000000
"Kukatpally, NH  9",Apartment,2,2,1,Unfurnished,Resale,1200,5500000
"Kukatpally, NH  9",Apartment,2,2,2,Furnished,Resale,1800,12500000
"Kukatpally, NH  9",Apartment,2,3,3,Unfurnished,Resale,1500,7000000
"Kukatpally, NH  9",Apartment,2,3,3,Furnished,Resale,1525,7090000
"Kukatpally, NH  9",Apartment,3,3,5,Unfurnished,Resale,1560,7332000
"Kukatpally, NH  9",Apartment,2,2,0,Unfurnished,Resale,1050,5710000
"Kukatpally, NH  9",Apartment,2,2,1,Furnished,Resale,1035,4900000
"Kukatpally, NH  9",Apartment,2,2,1,Unfurnished,Resale,990,5000000
"Kukatpally, NH  9",Apartment,3,3,4,Semi-Furnished,Resale,1725,8000000
"Kukatpally, NH  9",Residential House,3,3,0,Furnished,Resale,1900,10000000
"Kukatpally, NH  9",Apartment,2,1,4,Furnished,Resale,500,2500000
"Kukatpally, NH  9",Apartment,2,2,3,Unfurnished,Resale,932,5600000
"Kukatpally, NH  9",Apartment,2,2,5,Furnished,Resale,1111,5400000
"Kukatpally, NH  9",Builder Floor Apartment,2,2,5,Semi-Furnished,Resale,1137,6800000
"Kukatpally, NH  9",Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1200,6250000
"Kukatpally, NH  9",Builder Floor Apartment,2,2,3,Furnished,Resale,868,4300000
"Kukatpally, NH  9",Builder Floor Apartment,2,2,4,Semi-Furnished,Resale,1198,7300000
"Kukatpally, NH  9",Builder Floor Apartment,2,2,3,Unfurnished,Resale,1000,5800000
"Kukatpally, NH  9",Builder Floor Apartment,3,2,1,Semi-Furnished,Resale,1070,6800000
"Kukatpally, NH  9",Builder Floor Apartment,2,2,2,Unfurnished,Resale,1140,5400000
"Kukatpally, NH  9",Apartment,1,1,3,Semi-Furnished,Resale,450,2000000
"Kukatpally, NH  9",Apartment,2,2,5,Unfurnished,New Property,780,3500000
Kushaiguda,Apartment,2,2,7,Unfurnished,Resale,1135,5000000
Kushaiguda,Apartment,2,2,5,Unfurnished,Resale,1120,4800000
Kushaiguda,Apartment,2,3,4,Unfurnished,Resale,1000,5800000
Kushaiguda,Apartment,2,3,0,Semi-Furnished,New Property,1220,5793780
Kushaiguda,Apartment,2,2,5,Furnished,Resale,1175,6300000
Kushaiguda,Apartment,2,2,1,Unfurnished,New Property,900,4400000
Kushaiguda,Apartment,2,2,0,Semi-Furnished,Resale,950,4500000
Kushaiguda,Apartment,2,3,3,Semi-Furnished,Resale,1220,5200000
Kushaiguda,Apartment,2,2,0,Semi-Furnished,New Property,950,5000000
Kushaiguda,Apartment,2,2,0,Furnished,Resale,950,4200000
Kushaiguda,Apartment,2,2,4,Furnished,Resale,950,5000000
"LB Nagar, NH  9",Apartment,3,3,4,Unfurnished,Resale,1430,8866000
"LB Nagar, NH  9",Apartment,2,2,2,Unfurnished,New Property,1350,6900000
"LB Nagar, NH  9",Apartment,2,2,2,Furnished,Resale,1000,5500000
"LB Nagar, NH  9",Apartment,2,2,2,Furnished,Resale,981,6500000
"LB Nagar, NH  9",Apartment,2,2,1,Unfurnished,Resale,1000,6000000
"LB Nagar, NH  9",Apartment,2,2,1,Unfurnished,Resale,780,3600000
"LB Nagar, NH  9",Apartment,2,2,3,Unfurnished,Resale,1200,6500000
"LB Nagar, NH  9",Builder Floor Apartment,2,2,0,Furnished,Resale,1100,6500000
"LB Nagar, NH  9",Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1550,7440000
"LB Nagar, NH  9",Apartment,3,3,1,Furnished,Resale,1420,8500000
"LB Nagar, NH  9",Apartment,2,2,1,Furnished,Resale,950,5000000
"LB Nagar, NH  9",Apartment,2,2,5,Unfurnished,Resale,1150,6400000
"LB Nagar, NH  9",Apartment,2,2,3,Furnished,Resale,1100,6500000
"LB Nagar, NH  9",Apartment,2,2,1,Unfurnished,Resale,1200,6800000
"LB Nagar, NH  9",Builder Floor Apartment,3,3,1,Semi-Furnished,Resale,1760,9600000
"LB Nagar, NH  9",Apartment,2,2,1,Furnished,Resale,1150,6920000
"LB Nagar, NH  9",Apartment,2,2,5,Unfurnished,New Property,1300,6000000
"LB Nagar, NH  9",Apartment,2,2,1,Unfurnished,Resale,900,4700000
"LB Nagar, NH  9",Apartment,2,2,2,Furnished,Resale,1000,4850000
"LB Nagar, NH  9",Apartment,3,3,1,Unfurnished,Resale,1300,7200000
"LB Nagar, NH  9",Apartment,2,2,3,Furnished,Resale,1063,5000000
"LB Nagar, NH  9",Apartment,3,3,1,Furnished,Resale,2000,12700000
"LB Nagar, NH  9",Apartment,2,2,5,Unfurnished,Resale,880,5500000
"LB Nagar, NH  9",Apartment,2,2,5,Semi-Furnished,Resale,1000,5200000
"LB Nagar, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1525,8000000
"LB Nagar, NH  9",Builder Floor Apartment,2,2,3,Unfurnished,Resale,1000,5300000
"LB Nagar, NH  9",Apartment,2,2,3,Unfurnished,Resale,1150,6200000
"LB Nagar, NH  9",Apartment,2,2,2,Furnished,Resale,1000,4500000
"LB Nagar, NH  9",Apartment,2,2,3,Unfurnished,Resale,981,5700000
"LB Nagar, NH  9",Apartment,2,2,2,Unfurnished,Resale,900,5568000
"LB Nagar, NH  9",Apartment,2,3,1,Unfurnished,Resale,1300,7710000
Langar Houz,Apartment,3,2,2,Semi-Furnished,Resale,1000,5500000
Langar Houz,Residential House,6,6,0,Unfurnished,Resale,3000,11000000
Langar Houz,Apartment,1,1,3,Unfurnished,Resale,650,2500000
Langar Houz,Apartment,2,2,4,Semi-Furnished,Resale,1200,5500000
Langar Houz,Apartment,2,2,5,Furnished,Resale,918,3670000
Langar Houz,Residential House,4,3,1,Semi-Furnished,New Property,2300,9600000
Langar Houz,Apartment,2,3,2,Unfurnished,Resale,900,4499999
"Lingampally-Serilingampally, NH 2 2",Apartment,3,4,10,Semi-Furnished,Resale,2400,13500000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,3,Semi-Furnished,Resale,1249,6900000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,2,Furnished,Resale,1250,5900000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,2,Unfurnished,Resale,1250,5700000
"Lingampally-Serilingampally, NH 2 2",Apartment,3,3,3,Furnished,Resale,1975,8600000
"Lingampally-Serilingampally, NH 2 2",Apartment,3,3,3,Furnished,Resale,1975,8700000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,0,Semi-Furnished,Resale,1400,7280000
"Lingampally-Serilingampally, NH 2 2",Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,825,4000000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,3,Unfurnished,Resale,725,3400000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,2,Unfurnished,Resale,1250,5900000
"Lingampally-Serilingampally, NH 2 2",Apartment,3,3,1,Semi-Furnished,Resale,1620,8900000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,3,Semi-Furnished,Resale,893,4900000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,5,Semi-Furnished,Resale,1080,4500000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,5,Semi-Furnished,Resale,1250,5800000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,4,Semi-Furnished,Resale,1160,5000000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,1,Semi-Furnished,Resale,1075,5400000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,3,Semi-Furnished,Resale,983,4700000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,5,Semi-Furnished,Resale,1140,7000000
"Lingampally-Serilingampally, NH 2 2",Apartment,3,3,7,Semi-Furnished,Resale,1430,7300000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,0,Unfurnished,Resale,1204,6800000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,3,13,Furnished,Resale,1325,7000000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,5,Unfurnished,Resale,986,4500000
"Lingampally-Serilingampally, NH 2 2",Apartment,2,2,3,Unfurnished,Resale,983,4500000
Madhapur,Apartment,2,3,2,Furnished,Resale,1300,9500000
Madhapur,Apartment,2,2,1,Semi-Furnished,Resale,1200,7800000
Madhapur,Apartment,3,3,2,Unfurnished,Resale,2250,14000000
Madhapur,Apartment,3,3,3,Unfurnished,Resale,1700,12000000
Madhapur,Apartment,2,3,3,Semi-Furnished,Resale,1550,9999990
Madhapur,Apartment,3,3,5,Semi-Furnished,Resale,1660,13000000
Madhapur,Apartment,2,2,1,Unfurnished,Resale,1217,8200000
Madhapur,Apartment,2,2,4,Semi-Furnished,Resale,1000,6000000
Madhapur,Builder Floor Apartment,3,3,3,Furnished,Resale,1500,12000000
Madhapur,Apartment,3,3,3,Semi-Furnished,Resale,1740,11000000
Madhapur,Apartment,2,2,1,Unfurnished,Resale,1179,8100000
Madhapur,Apartment,2,2,3,Unfurnished,Resale,1170,8900000
Madhapur,Apartment,2,2,6,Semi-Furnished,Resale,1285,9100000
Madhapur,Apartment,3,3,2,Semi-Furnished,Resale,1550,9500000
Madhapur,Apartment,2,2,12,Furnished,Resale,1240,9000000
Madhapur,Apartment,2,3,1,Furnished,Resale,1400,11000000
Madhapur,Apartment,3,3,1,Semi-Furnished,Resale,1764,12000000
Madhapur,Apartment,3,3,7,Furnished,Resale,1511,10000000
Madhapur,Apartment,3,3,4,Furnished,Resale,1475,8500000
Madhapur,Apartment,2,2,1,Unfurnished,Resale,1245,7200000
Madhapur,Builder Floor Apartment,3,3,1,Unfurnished,Resale,1800,11500000
Madhapur,Apartment,3,3,3,Furnished,Resale,1180,7200000
Madhapur,Apartment,2,2,3,Unfurnished,Resale,1000,7050000
Madhapur,Apartment,3,3,4,Semi-Furnished,Resale,1600,8500000
Madhapur,Apartment,2,2,2,Unfurnished,Resale,1200,7000000
Madhapur,Apartment,2,2,3,Furnished,Resale,1200,7800000
